activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
19815,111110548,111110548,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-30,Annual Society for Case Research's Summer Case Writer's Workshop,,,,,Other,,,,,,,,,"Rochester, New York",,,,Caught in the Act:  Visiting  Illicit Web Sites While on the Job,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19815, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2011, ""termid"": ""2011/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Johnson, M.']"
19816,111110548,111110548,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-31,Current Issues in Management of Business and Society Development,,,,,Other,,,,,,,,University of Latvia,"Riga, Latvia",,,,Role of Statistics in Management Decision Making,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19816, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.']"
19817,111110548,111110548,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-30,International Academy of Business and Public Administration,,,,,Other,,,,,,,,Internatational Academy of Business and Public Administration,"Dallas, Texas",,,,Organizational Social Networking Usage and Policy Restrictions,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19817, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Coco, M.', 'Little, A.']"
19822,111110548,111110548,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-30,"International Academy of Business and Public Administration Disciplines, ",,,,,Other,,,,,,,,International Academy of Business and Public Administration,"Dallas, Texas",,,,Perceptions of organizational surveys within employee engagement efforts,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19822, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Sugheir, J.', 'Coco, M.']"
19823,111110548,111110548,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-30,Marketing Educators Association Conference,,,,,Other,,,,,,,,Marketing Educators Association,"Seattle, Washington",,,,Empirical Analysis of the Efficacy of Marketing and HR Live Cases,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19823, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'McCale, C.']"
19825,111110548,111110548,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-30,International Association of Business and Public Administration Disciplines,,,,,Other,,,,,,,,International Association of Business and Public Administration,"Dallas, Texas",,,,Toward a Taxonomy of Negotiation Gambits,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19825, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Casperson, T.']"
19826,111110548,111110548,,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-30,Business and Leadership Symposium,,,,,Other,,,,,,,,Fort Hays State University,"Fort Hays, Kansas",,,,Effectiveness of client-based projects across two disciplines,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19826, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2009, ""termid"": ""2009/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'McCale, C.']"
19827,111110548,111110548,,2009.0,,,,,,,,,,,,,,,,,A survey of 150 human resource (HR) professionals from eight Society for Human Resource Management chapters in North Texas revealed organizational non-discrimination policies and benefits available to married employees and employees with unmarried partners.  The results indicated that about thirty percent of respondents reported sexual orientation in their policies.  About twelve percent of respondents reported their organizations providing health/medical insurance to same-sex domestic partners.  Company affidavits signed by both partners were the most common proofs of relationship in companies that provided same-sex couple benefits.  Implications for future research were highlighted.,,,,,,,,,,,,,,,,,,,2009-04-30,The International Academy of Business and Public Administration Disciplines (IABPAD) Conference,,,,,Other,,,,,,,,The International Academy of Business and Public Administration Disciplines (IABPAD) ,"Dallas, TX",,,,GLBT Non-discrimination Policies in North Texas,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19827, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2009, ""termid"": ""2008/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Wanek, J.', 'Kaupins, G.', 'Malcolm, C.']"
19831,111110548,111110548,,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-30,Fifth Innovative Teaching in HRIR Conference,,,,,Other,,,,,,,,Innovative Teaching in Human Resources and Industrial Relations,"Minneapolis, Minnesota",,,,Strengths and Weaknesses of HRM Live Case Projects,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19831, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2008, ""termid"": ""2007/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Bodie, N.']"
19832,111110548,111110548,,2008.0,,,,,,,,,,,,,,,,,"A survey of 163 human resource (HR) professionals from eight Society for Human Resource Management chapters in Texas revealed high security and reliability were the leading human resource information system (HRIS) capabilities in their organizations.  Integration with other information systems was the lowest ranked capability and the highest ranked problem.  Other highly ranked problems include user complaints, bugs, and difficult upgrade cycles.  Three quarters of respondents had an HRIS and about sixty percent of them had commercial systems.  Based on a factor analysis of HRIS capability variables, quality and cost appeared to be two major factors.",,,,,,,,,,,,,,,,,,,2008-04-30,The International Academy of Business and Public Administration Disciplines (IABPAD) Conference,,,,,Other,,,,,,,,The International Academy of Business and Public Administration Disciplines (IABPAD) ,"Dallas, TX",,,,HR Professional Perceptions of Human Resource Information Systems,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19832, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2008, ""termid"": ""2007/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Coco, M.', 'Wanek, J.']"
19833,111110548,111110548,,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-30,Annual Business and Leadership Symposium,,,,,Other,,,,,,,,Fort Hays State University,"Hays, Kansas",,,,Cultural Dimensions Associated With Japanese Telecommuting:  A Literature Review,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19833, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2007, ""termid"": ""2007/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Usui, K.']"
19834,111110548,111110548,,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-31,International Academy of Business and Public Administration,,,,,Other,,,,,,,,International Academy of Business and Public Administration,"Dallas, Texas",,,,Perceived Work Differences Associated with the Use of Mobile Versus Wired Technologies,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19834, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Coco, M.']"
19835,111110548,111110548,,2006.0,,,,,,,,,,,,,,,,,"The switch from wired communications to mobile (wireless) technologies has profound implications on the nature of work and the expectations associated with the work.  This study provides a summary of mobile technology research, summarizes positive and negative implications, and analyzes the opinions of 250 members of the northern and western Texas Society for Human Resource Management chapters for their opinions of how mobile and wired technologies compare.  Results showed the greatest difference involving the amount of business-related contacts that can be made.  In comparing mobile to wired differences, three groups of variables stood out—social contacts, threats to employees, and freedom for employees to act.  Mobile technologies tended to be more associated with these groups than wired technologies.",,,,,,,,,,,,,,,,,,,2006-12-31,Society for Advancement of Management International Conference,,,,,Other,,,,,,,,Society for Advancement of Management ,"Las Vegas, NV",,,,HR manager comparisons of mobile versus wired technologies,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19835, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2006, ""termid"": ""2006/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Coco, M.', 'McIntosh, J.']"
19837,111110548,111110548,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-30,International Academy of Business and Public Administration ,,,,,Other,,,,,,,,International Academy of Business and Public Administration ,"Dallas, Texas",,,,The characteristics and traits of successful managers and supervisors,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19837, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2006, ""termid"": ""2005/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Coco, M.']"
19838,111110548,111110548,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-31,Hawaii International Conference On Education,,,,,Other,,,,,,,,Hawaii International Conference On Education,"Honolulu, Hawaii",,,,Describing educational games through learning theories,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19838, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2006, ""termid"": ""2005/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.']"
19839,111110548,111110548,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-31,Hawaii International Conference on Education ,,,,,Other,,,,,,,,Hawaii International Conference on Education ,"Honolulu, Hawaii",,,,Single and multiple task live cases:  examples and analyses,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19839, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2006, ""termid"": ""2005/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.']"
19841,111110548,111110548,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-31,International Academy of Business and Public Administration Disciplines Conference ,,,,,Other,,,,,,,,International Academy of Business and Public Administration Disciplines Conference ,"Dallas, Texas",,,,Content analysis of student and company reactions to a university internship program,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19841, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2005, ""termid"": ""2004/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Coco, M.']"
19842,111110548,111110548,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-30,Society for Advancement of Management International Business Conference ,,,,,Other,,,,,,,,International Academy of Business and Public Administration Disciplines Conference ,"Las Vegas, Nevada",,,,Extent and nature of workplace violence prevention programs in west Texas,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19842, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2005, ""termid"": ""2004/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Coco, M.']"
19844,111110548,111110548,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-31,Hawaii International Conference on System Sciences,,,,,Other,,,,,,,,Hawaii International Conference on System Sciences,"Manoa, Hawaii",,,,Legal and ethical implications of employee location monitoring,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19844, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2005, ""termid"": ""2004/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Minch, R.']"
19845,111110548,111110548,,2005.0,,,,,,,,,,,,,,,,,(Nominated for best paper in track),,,,,,,,,,,,,,,,,,,2005-01-31,Hawaii International Conference on Systems Sciences,,,,,Other,,,,,,,,Association for Computing Machinery (ACM),Hawaii,,,,Legal and Ethical Implications of Employee Location Monitoring,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19845, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2005, ""termid"": ""2004/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Kaupins, G.', 'Minch, R.']"
19864,113125243,113125243,,2005.0,,,,,,,,,,,,,,,,,Casinos have long been promoted as engines of economic development. This paper seeks to test this claim by comparing the growth rate in taxable retail sales between mid-size Iowa cities with a casino and those without a casino.,,,,,,,,,,,,,,,,,,,2005-10-28,2005 Great Plains Business & Economics Fall Conference,,,,,Other,,,,,,,,Nebraska Economics and Business Association,"Federal Reserve Bank, Omaha Branch",,,,Impact of Casinos on Retail Sales in Mid-Size Iowa Cities,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19864, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2005, ""termid"": ""2005/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Fairchild, L.']"
19940,111643320,111643320,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,AIB-NE 2012: Business without Borders.,,,,,Other,,,,,,,,AIB - NE,"Sacred Heart University, Fairfield, CT",,,,Do U.S. Students Cheat More or Less Than Their Counterparts Around the World? A Multicultural Inquiry,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19940, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Vaidya, S.', 'MacDonald, J.']"
19942,111643320,111643320,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-31,AIB-NE,,,,,Other,,,,,,,,AIB,"Alantic City, New Jersey",,,,The Relationship Between Financial Market Dependence And Corporate Social Responsibility (CSR).,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19942, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]","['MacDonald, J.']"
19943,111643320,111643320,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-31,The International Academy Of Business And Public Administration Disciplines Conference,,,,,Other,,,,,,,,IABPAD,"Waikiki, Hawaii",,,,Design Thinking In Online Communities: How Contributor Profiles Can Help Overcome Crowdsourcing Issues.,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19943, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2011, ""termid"": ""2011/01"", ""listingorder"": 6, ""completionorder"": 6}]","['MacDonald, J.']"
19945,111643320,111643320,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-30,"Conference on Trends in Global Business: Doing Business in the EU: Yesterday, Today and Tomorrow",,,,,Other,,,,,,,,Quinnipiac University,"New Haven, Conneticut",,,,Adoption of Internet Banking by Mexican Consumers: Where Are the Customers?,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19945, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2006, ""termid"": ""2005/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Mansumitrchai, S.', 'MacDonald, J.']"
19946,111643320,111643320,,2006.0,,,,,,,,,,,,,,,,,"In this paper, we provide a dynamic framework for understanding how stakeholder perceptions influence firm decisions about corporate social responsibility programs. Within the discussion of the framework, we address firm and NGO decision making and outline the process through which NGOs leverage powerful stakeholders, such as shareholders, in their efforts to encourage social responsibility.  Based on our framework, we recommend that firms take the following three steps to increase the success of CSR initiatives:  (1) develop meaningful and relevant measures of CSR initiatives for each stakeholder, (2) craft stakeholder-targeted promotion plans that explain in objective terms how the initiative addresses stakeholder specific concerns, and (3) explain to core stakeholders, such as shareholders, how the firm is satisfying or addressing the concerns of other stakeholders.",,,,,,,,,,,,,,,,,,,2006-03-31,Western Decision Science Conference,,,,,Other,,,,,,,,Decision Science,Hawaii,,,,Improving the Promotion of CSR Initiatives: A Framework for Understanding Stakeholder Relationships from a Dynamic Learning Perspective,,,,,,,,Proceeding,,,,,,[],"[{""id"": 19946, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2006, ""termid"": ""2005/03"", ""listingorder"": 6, ""completionorder"": 6}]","['MacDonald, J.', 'Davis, D.']"
