activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
34910,114067032,114067032,,2019.0,,Greg Thompson and Scott Alvord,,,"Contact, Community, and Connections: Current Approaches to Spanish in Multilingual Populations",La informalidad como recurso en el español académico de los Estados Unidos,,,,,,,,,,,"Resumen: esta investigación presenta las características léxico-gramaticales y discursivas de presentaciones académicas realizadas en los Estados Unidos. Para ello, se realiza un análisis de corpus informado por la teoría de Género y Registro y la Lingüística de Corpus. Se enfoca en determinar el nivel de formalidad de estas presentaciones y en comparar las descripciones teóricas existentes del español académico con los datos analizados. Asimismo, discute la importancia de las estrategias interpersonales en estos textos orales en este contexto sociolingüístico",,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Vernon Press,,,,,,,,,,,,,Chapter,,,,https://linguistlist.org/issues/28/28-2562.html,,[],"[{""id"": 34910, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 34910, ""status"": ""In Press"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 34910, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Alvord, S.', 'Thompson, G.']"
35047,113116836,113116836,,2018.0,,"I. Bouchirka, N Harrati, P. Vu",,,"I. Bouchirka, N. Harrati, & P. Vu (Eds.), Handbook of research on learner experience and usability in online education",Using visual design to improve the online learning experience: A synthesis of research aesthetics,,,,,,,,,,,,,,,,,,doi: 10.4018/978-1-5225-4206-3 ,,,,,,,,,,,,,,,,,,Manual,,,1-35,,,,,IGI Global,"Hershey, PA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35047, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 35047, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Bader, J.', 'Lowenthal, P. R.']"
35048,113116836,113116836,,2017.0,,A. Hynds,,,Oxford bibliographies in education,Distance learning,,,,,,,,,,,,,,,,,,doi: 10.1093/OBO/9780199756810-0186,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Oxford University Press,"New York, NY",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35048, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2017, ""termid"": ""2017/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Lowenthal, P.', 'Rice, K. L.', 'Rich, S.', 'Walters, S.']"
35049,113116836,113116836,,2017.0,,"A. Whiteside, A. Garrett Dikkers, & K. Swan",,,Social presence in online learning: Multiple perspectives on practice and research,Social presence and communication technologies: Tales of trial and error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,32-44,,,,,Stylus,"Sterling, VA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35049, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2017, ""termid"": ""2017/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Lowenthal, P. R.', 'Mulder, D.']"
35050,113116836,113116836,,2017.0,,"A. Whiteside, A. Garrett Dikkers, & K. Swan",,,Social presence in online learning: Multiple perspectives on practice and research,Instructor social presence: Learners' needs and a neglected component of the Community of Inquiry framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,86-98,,,,,Stylus,"Sterling, VA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35050, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2017, ""termid"": ""2017/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Richardson, J. C.', 'Lowenthal, P. R.']"
35052,113116836,113116836,,2018.0,,,,,Sage Research Methods Cases,Capturing professional growth of online instructors: Learning analysts’ reflections on studying a faculty development program,,,,,,,,,,,,,,,,,,doi:10.4135/9781526441652,,,,,,,,,,,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,Chapter,,,,http://methods.sagepub.com/case/professional-growth-of-online-instructors-learning-analysts-reflections,,[],"[{""id"": 35052, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Chen, K. Z.', 'Lowenthal, P.']"
35060,111146699,111146699,,2017.0,,A. Hynds,,,Oxford bibliographies in education,Distance learning,,,,,,,,,,,,,,,,,,doi: 10.1093/OBO/9780199756810-0186,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Oxford University Press,"New York, NY",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35060, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2017, ""termid"": ""2017/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Walters, S.', 'Rich, S.', 'Rice, K. L.', 'Lowenthal, P.']"
35063,111146699,111146699,,2018.0,,"K. Kennedy, & R. Ferdig",,,Handbook of research on K-12 online and blended learning (2nd Ed.),The history of policy in K-12 online and blended learning.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,"Carnegie Mellon University, ETC Press","Pittsburg, PA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35063, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 35063, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Rice, K. L.', 'Skelcher, S.']"
35064,111146699,111146699,,2018.0,,"B. B. Eisenbach, & P. Greathouse",,,The online classroom: Resources for effective middle level virtual education,The effective middle level virtual teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Information Age Publishing,"Charlotte, NC",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35064, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 35064, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Rice, K. L.', 'Skelcher, S.']"
35103,113116836,113116836,,2015.0,,O. M. Alegre-de la Rosa & L. M. Villar-Angulo,,,Research on university teaching and faculty development ,Examining faculty motivation to participate in faculty development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,31-46,,,,,Nova Science Publishers,"Hauppauge, NY",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35103, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2015, ""termid"": ""2015/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Lowenthal, P. R.', 'Wray, M.', 'Bates, B.', 'Switzer, T.', 'Stevens, E.']"
35104,113116836,113116836,,2011.0,,"P. R. Lowenthal, D. Thomas, A. Thai, B. Yuhnke, M. Edwards, & C. Gasell",,,"The CU Online Handbook, 2011 ",Horton hears a tweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,137-142,,,,,Lulu,"Raleigh, NC",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35104, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Dunlap, J. C.', 'Lowenthal, P. R.']"
35105,113116836,113116836,,2017.0,,,,,"Blended learning: Concepts, methodologies, tools, and applications ",A mixed methods examination of instructor social presence in accelerated online courses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,949-963,,,,,IGI Global,"Hershey, PA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35105, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Lowenthal, P. R.']"
35106,113116836,113116836,,2017.0,,,,,"Blended learning: Concepts, methodologies, tools, and applications ",The human element MOOC: An experiment in social presence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,1736-1755,,,,,IGI Global,"Hershey, PA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35106, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Kilgore, W.', 'Lowenthal, P. R.']"
35108,113116836,113116836,,2013.0,,,,,"IT policy and ethics: Concepts, methodologies, tools, and applications ","Learning, unlearning, and relearning: Using Web  2.0 technologies to support the development of lifelong learning skills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,170-193,,,,,IGI Global,"Hershey, PA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35108, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Dunlap, J. C.', 'Lowenthal, P. R.']"
35115,111670037,111670037,,2018.0,,Hubert Heinelt,,,Handbook on Participatory Governance,“Participatory Budgeting.”  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Edward Elgar Publishing,UK,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 35115, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 35115, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 4, ""completionorder"": 4}]","['Wampler, B. D.', 'Stolzenberg, P.']"
